  ,// User name
24-5-2013,// Evaluation date
06Uprocessed.act,0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
36.500,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,LshX,LshY,LshZ,LebX,LebY,LebZ,LwX,LwY,LwZ,LhipX,LhipY,LhipZ,LkneeX,LkneeY,LkneeZ,LankX,LankY,LankZ,RshX,RshY,RshZ,RebX,RebY,RebZ,RwX,RwY,RwZ,RhipX,RhipY,RhipZ,RkneeX,RkneeY,RkneeZ,RankX,RankY,RankZ,
40,-0.108175,0.452061,1.382693,-0.095631,0.485090,1.145679,0.039326,0.440547,0.923667,-0.100887,0.321032,0.913001,-0.108651,0.379672,0.523248,-0.159132,0.394590,0.091520,-0.187088,0.056342,1.466230,-0.192926,-0.199988,1.425267,-0.099527,-0.123254,1.663256,-0.103145,0.159206,0.914943,-0.101533,0.111094,0.507985,-0.157488,0.089685,0.088204,
41,-0.107899,0.452132,1.382724,-0.095369,0.485070,1.145697,0.039448,0.440140,0.923674,-0.100698,0.320939,0.912972,-0.108575,0.379600,0.523226,-0.159142,0.394582,0.091520,-0.187462,0.056548,1.465710,-0.193526,-0.199765,1.424676,-0.097993,-0.111867,1.658191,-0.103217,0.159096,0.914984,-0.101513,0.111023,0.508021,-0.157457,0.089684,0.088208,
42,-0.107624,0.452210,1.382739,-0.095120,0.485055,1.145697,0.039485,0.439757,0.923622,-0.100516,0.320844,0.912945,-0.108524,0.379532,0.523205,-0.159148,0.394576,0.091518,-0.187790,0.056735,1.465173,-0.194006,-0.199544,1.423949,-0.096450,-0.100849,1.652345,-0.103300,0.158987,0.915022,-0.101513,0.110958,0.508055,-0.157451,0.089683,0.088215,
43,-0.107359,0.452289,1.382733,-0.094884,0.485035,1.145676,0.039457,0.439404,0.923516,-0.100345,0.320747,0.912918,-0.108500,0.379466,0.523186,-0.159147,0.394571,0.091513,-0.188057,0.056900,1.464627,-0.194333,-0.199333,1.423126,-0.094890,-0.090235,1.645759,-0.103374,0.158879,0.915057,-0.101530,0.110897,0.508084,-0.157472,0.089680,0.088227,
44,-0.107111,0.452364,1.382709,-0.094668,0.485006,1.145636,0.039383,0.439087,0.923370,-0.100184,0.320650,0.912891,-0.108501,0.379403,0.523168,-0.159139,0.394565,0.091506,-0.188250,0.057042,1.464080,-0.194474,-0.199139,1.422252,-0.093325,-0.080062,1.638508,-0.103421,0.158772,0.915086,-0.101554,0.110838,0.508108,-0.157512,0.089674,0.088240,
45,-0.106883,0.452429,1.382677,-0.094477,0.484967,1.145588,0.039280,0.438812,0.923203,-0.100038,0.320550,0.912863,-0.108519,0.379342,0.523149,-0.159123,0.394559,0.091497,-0.188357,0.057158,1.463535,-0.194395,-0.198973,1.421375,-0.091774,-0.070363,1.630689,-0.103427,0.158667,0.915111,-0.101575,0.110779,0.508127,-0.157555,0.089665,0.088252,
46,-0.106678,0.452483,1.382648,-0.094317,0.484924,1.145543,0.039160,0.438585,0.923038,-0.099907,0.320448,0.912834,-0.108544,0.379283,0.523130,-0.159102,0.394551,0.091487,-0.188373,0.057242,1.462995,-0.194069,-0.198847,1.420535,-0.090243,-0.061183,1.622415,-0.103388,0.158564,0.915131,-0.101582,0.110720,0.508141,-0.157587,0.089654,0.088258,
47,-0.106494,0.452526,1.382633,-0.094190,0.484887,1.145514,0.039028,0.438410,0.922894,-0.099791,0.320342,0.912804,-0.108564,0.379225,0.523110,-0.159077,0.394543,0.091476,-0.188293,0.057293,1.462467,-0.193481,-0.198767,1.419767,-0.088727,-0.052578,1.613815,-0.103312,0.158466,0.915143,-0.101564,0.110660,0.508149,-0.157596,0.089644,0.088255,
48,-0.106329,0.452562,1.382644,-0.094097,0.484866,1.145514,0.038888,0.438287,0.922787,-0.099690,0.320233,0.912774,-0.108571,0.379169,0.523090,-0.159052,0.394533,0.091466,-0.188119,0.057307,1.461956,-0.192637,-0.198737,1.419086,-0.087217,-0.044629,1.605052,-0.103214,0.158376,0.915147,-0.101514,0.110597,0.508149,-0.157582,0.089638,0.088241,
49,-0.106183,0.452594,1.382687,-0.094034,0.484871,1.145548,0.038739,0.438214,0.922725,-0.099601,0.320125,0.912744,-0.108558,0.379116,0.523071,-0.159031,0.394523,0.091457,-0.187861,0.057286,1.461471,-0.191573,-0.198752,1.418482,-0.085717,-0.037442,1.596341,-0.103116,0.158296,0.915141,-0.101435,0.110531,0.508142,-0.157552,0.089637,0.088218,
50,-0.106054,0.452627,1.382762,-0.094000,0.484909,1.145620,0.038581,0.438189,0.922709,-0.099521,0.320023,0.912716,-0.108528,0.379067,0.523052,-0.159015,0.394511,0.091449,-0.187537,0.057232,1.461016,-0.190361,-0.198797,1.417914,-0.084252,-0.031145,1.587962,-0.103039,0.158227,0.915128,-0.101336,0.110460,0.508129,-0.157522,0.089642,0.088189,
51,-0.105943,0.452663,1.382868,-0.093989,0.484982,1.145725,0.038415,0.438210,0.922735,-0.099450,0.319935,0.912691,-0.108483,0.379024,0.523034,-0.159003,0.394498,0.091443,-0.187176,0.057154,1.460589,-0.189100,-0.198855,1.417311,-0.082853,-0.025875,1.580251,-0.102998,0.158169,0.915111,-0.101234,0.110389,0.508114,-0.157506,0.089655,0.088161,
52,-0.105852,0.452706,1.382999,-0.093997,0.485088,1.145860,0.038247,0.438282,0.922793,-0.099387,0.319870,0.912670,-0.108432,0.378990,0.523018,-0.158995,0.394485,0.091438,-0.186817,0.057057,1.460178,-0.187916,-0.198902,1.416577,-0.081535,-0.021767,1.573561,-0.102995,0.158120,0.915096,-0.101143,0.110323,0.508101,-0.157517,0.089671,0.088137,
53,-0.105783,0.452757,1.383147,-0.094021,0.485225,1.146015,0.038083,0.438408,0.922876,-0.099336,0.319839,0.912655,-0.108381,0.378968,0.523004,-0.158990,0.394474,0.091434,-0.186508,0.056945,1.459767,-0.186948,-0.198921,1.415616,-0.080290,-0.018936,1.568218,-0.103025,0.158086,0.915085,-0.101075,0.110274,0.508093,-0.157554,0.089689,0.088121,
54,-0.105738,0.452813,1.383304,-0.094060,0.485388,1.146183,0.037931,0.438597,0.922974,-0.099298,0.319850,0.912645,-0.108334,0.378962,0.522992,-0.158987,0.394466,0.091430,-0.186293,0.056822,1.459338,-0.186329,-0.198899,1.414353,-0.079081,-0.017463,1.564472,-0.103073,0.158074,0.915080,-0.101029,0.110250,0.508090,-0.157609,0.089705,0.088115,
55,-0.105720,0.452872,1.383463,-0.094113,0.485571,1.146356,0.037801,0.438853,0.923082,-0.099277,0.319908,0.912644,-0.108293,0.378976,0.522983,-0.158989,0.394462,0.091428,-0.186200,0.056687,1.458889,-0.186151,-0.198832,1.412770,-0.077870,-0.017384,1.562471,-0.103126,0.158093,0.915079,-0.101003,0.110257,0.508091,-0.157668,0.089719,0.088116,
56,-0.105731,0.452928,1.383618,-0.094182,0.485769,1.146527,0.037699,0.439180,0.923200,-0.099275,0.320013,0.912650,-0.108256,0.379014,0.522979,-0.158994,0.394462,0.091428,-0.186227,0.056538,1.458436,-0.186430,-0.198726,1.410929,-0.076636,-0.018694,1.562249,-0.103176,0.158155,0.915079,-0.100989,0.110297,0.508093,-0.157720,0.089728,0.088123,
57,-0.105774,0.452976,1.383765,-0.094269,0.485977,1.146694,0.037630,0.439578,0.923327,-0.099292,0.320166,0.912666,-0.108224,0.379080,0.522980,-0.159002,0.394466,0.091431,-0.186338,0.056375,1.458015,-0.187085,-0.198597,1.408967,-0.075385,-0.021340,1.563733,-0.103220,0.158267,0.915076,-0.100982,0.110373,0.508095,-0.157760,0.089736,0.088132,
58,-0.105848,0.453010,1.383901,-0.094372,0.486189,1.146854,0.037592,0.440049,0.923461,-0.099326,0.320362,0.912690,-0.108198,0.379177,0.522988,-0.159013,0.394475,0.091436,-0.186475,0.056199,1.457665,-0.187959,-0.198465,1.407055,-0.074158,-0.025239,1.566770,-0.103258,0.158435,0.915065,-0.100980,0.110482,0.508091,-0.157792,0.089745,0.088142,
59,-0.105952,0.453025,1.384027,-0.094488,0.486399,1.147006,0.037582,0.440589,0.923601,-0.099375,0.320598,0.912724,-0.108184,0.379307,0.523004,-0.159023,0.394491,0.091445,-0.186576,0.056010,1.457416,-0.188863,-0.198354,1.405351,-0.073013,-0.030281,1.571148,-0.103293,0.158659,0.915043,-0.100983,0.110622,0.508079,-0.157824,0.089756,0.088152,
60,-0.106080,0.453019,1.384142,-0.094612,0.486601,1.147151,0.037596,0.441194,0.923745,-0.099437,0.320869,0.912767,-0.108190,0.379470,0.523030,-0.159026,0.394514,0.091456,-0.186599,0.055813,1.457283,-0.189642,-0.198284,1.403967,-0.072014,-0.036339,1.576625,-0.103326,0.158934,0.915007,-0.100997,0.110790,0.508056,-0.157861,0.089770,0.088161,
61,-0.106226,0.452993,1.384247,-0.094741,0.486792,1.147288,0.037624,0.441850,0.923888,-0.099508,0.321171,0.912820,-0.108227,0.379665,0.523066,-0.159015,0.394544,0.091468,-0.186526,0.055610,1.457264,-0.190204,-0.198269,1.402958,-0.071211,-0.043285,1.582947,-0.103351,0.159249,0.914959,-0.101022,0.110981,0.508022,-0.157907,0.089787,0.088168,
62,-0.106384,0.452952,1.384341,-0.094872,0.486966,1.147414,0.037659,0.442537,0.924026,-0.099590,0.321496,0.912882,-0.108304,0.379885,0.523112,-0.158981,0.394578,0.091478,-0.186362,0.055404,1.457347,-0.190516,-0.198317,1.402338,-0.070629,-0.051000,1.589866,-0.103355,0.159592,0.914900,-0.101060,0.111188,0.507979,-0.157955,0.089805,0.088171,
63,-0.106550,0.452902,1.384422,-0.095007,0.487123,1.147526,0.037690,0.443232,0.924152,-0.099682,0.321832,0.912951,-0.108426,0.380121,0.523167,-0.158922,0.394615,0.091485,-0.186116,0.055199,1.457515,-0.190575,-0.198425,1.402091,-0.070266,-0.059375,1.597156,-0.103325,0.159946,0.914835,-0.101108,0.111406,0.507931,-0.157996,0.089823,0.088169,
64,-0.106718,0.452851,1.384486,-0.095148,0.487262,1.147619,0.037708,0.443912,0.924255,-0.099786,0.322169,0.913024,-0.108592,0.380362,0.523227,-0.158837,0.394651,0.091486,-0.185792,0.055004,1.457756,-0.190368,-0.198586,1.402186,-0.070108,-0.068320,1.604624,-0.103245,0.160299,0.914770,-0.101162,0.111627,0.507880,-0.158025,0.089840,0.088161,
