  ,// User name
24-5-2013,// Evaluation date
05Rprocessed,0-0-0,00:00:00:000,// Source file name and timestamp
60.000,// Measurement rate
78.617,// Data capture period
BUTTERWORTH FILTER,// Smoothing function
INTERPOLATE BAD DATA,// Data repair function
Frame #,LshX,LshY,LshZ,LebX,LebY,LebZ,LwX,LwY,LwZ,LhipX,LhipY,LhipZ,LkneeX,LkneeY,LkneeZ,LankX,LankY,LankZ,RshX,RshY,RshZ,RebX,RebY,RebZ,RwX,RwY,RwZ,RhipX,RhipY,RhipZ,RkneeX,RkneeY,RkneeZ,RankX,RankY,RankZ,
41,-0.335002,0.437158,1.261756,-0.302080,0.447558,1.015196,-0.229114,0.428543,0.783388,-0.289091,0.312977,0.866996,-0.306316,0.327223,0.499951,-0.359908,0.309690,0.052969,-0.321172,0.059583,1.267707,-0.275966,0.016703,1.026639,-0.254773,0.003985,0.787874,-0.333314,0.147559,0.869593,-0.349462,0.138902,0.474431,-0.375540,0.162145,0.055717,
42,-0.334953,0.437209,1.261702,-0.302058,0.447516,1.015135,-0.229102,0.428397,0.783329,-0.289027,0.313001,0.866985,-0.306307,0.327244,0.499942,-0.359913,0.309694,0.052970,-0.321049,0.059644,1.267706,-0.275882,0.016691,1.026643,-0.254884,0.004098,0.787832,-0.333242,0.147578,0.869597,-0.349436,0.138917,0.474437,-0.375537,0.162143,0.055722,
43,-0.334900,0.437259,1.261654,-0.302035,0.447479,1.015080,-0.229090,0.428251,0.783278,-0.288969,0.313025,0.866974,-0.306300,0.327268,0.499933,-0.359917,0.309699,0.052970,-0.320909,0.059691,1.267708,-0.275760,0.016617,1.026663,-0.254994,0.004203,0.787794,-0.333171,0.147597,0.869603,-0.349405,0.138936,0.474444,-0.375563,0.162202,0.055750,
44,-0.334839,0.437310,1.261616,-0.302012,0.447451,1.015033,-0.229085,0.428118,0.783233,-0.288916,0.313050,0.866961,-0.306294,0.327294,0.499923,-0.359919,0.309704,0.052971,-0.320757,0.059726,1.267711,-0.275613,0.016493,1.026695,-0.255099,0.004297,0.787760,-0.333102,0.147615,0.869610,-0.349367,0.138956,0.474453,-0.375604,0.162293,0.055792,
45,-0.334768,0.437361,1.261590,-0.301989,0.447432,1.014998,-0.229092,0.428008,0.783194,-0.288870,0.313077,0.866950,-0.306288,0.327322,0.499914,-0.359920,0.309710,0.052972,-0.320602,0.059753,1.267716,-0.275458,0.016344,1.026731,-0.255197,0.004379,0.787731,-0.333037,0.147633,0.869618,-0.349322,0.138977,0.474462,-0.375640,0.162376,0.055830,
46,-0.334686,0.437415,1.261578,-0.301968,0.447426,1.014975,-0.229112,0.427925,0.783163,-0.288829,0.313106,0.866939,-0.306283,0.327350,0.499905,-0.359918,0.309717,0.052973,-0.320454,0.059779,1.267719,-0.275319,0.016201,1.026763,-0.255284,0.004449,0.787705,-0.332975,0.147650,0.869627,-0.349272,0.138996,0.474471,-0.375654,0.162414,0.055851,
47,-0.334595,0.437472,1.261580,-0.301950,0.447434,1.014965,-0.229145,0.427874,0.783140,-0.288795,0.313137,0.866931,-0.306278,0.327378,0.499898,-0.359915,0.309725,0.052973,-0.320323,0.059809,1.267721,-0.275217,0.016104,1.026782,-0.255363,0.004506,0.787685,-0.332919,0.147666,0.869637,-0.349220,0.139014,0.474481,-0.375642,0.162399,0.055850,
48,-0.334498,0.437534,1.261593,-0.301935,0.447459,1.014966,-0.229190,0.427856,0.783123,-0.288769,0.313169,0.866925,-0.306276,0.327406,0.499893,-0.359912,0.309735,0.052973,-0.320219,0.059849,1.267721,-0.275167,0.016083,1.026784,-0.255433,0.004548,0.787669,-0.332868,0.147681,0.869648,-0.349171,0.139030,0.474492,-0.375611,0.162346,0.055834,
49,-0.334400,0.437603,1.261615,-0.301923,0.447503,1.014977,-0.229249,0.427877,0.783110,-0.288751,0.313202,0.866922,-0.306278,0.327432,0.499890,-0.359908,0.309744,0.052971,-0.320143,0.059901,1.267723,-0.275171,0.016145,1.026769,-0.255496,0.004578,0.787659,-0.332826,0.147693,0.869659,-0.349128,0.139044,0.474503,-0.375580,0.162292,0.055818,
50,-0.334306,0.437679,1.261643,-0.301911,0.447567,1.014993,-0.229317,0.427938,0.783098,-0.288741,0.313231,0.866920,-0.306283,0.327454,0.499889,-0.359904,0.309754,0.052969,-0.320090,0.059962,1.267729,-0.275214,0.016270,1.026745,-0.255553,0.004595,0.787655,-0.332792,0.147703,0.869670,-0.349094,0.139054,0.474514,-0.375566,0.162272,0.055815,
